
============================================================
ANALISIS: TSLA | C2_TREND_CALL | ENTRADA: 301.03 | TP: 302.53 | SL: 296.53
Hora  |  Open  |  High  |  Low   |  Close |  Vol

============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 102.95 | TP: 104.45 | SL: 99.95
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 238.37 | 238.90 | 237.75 | 238.20 | 1279117 
17:15 | 238.22 | 238.56 | 237.45 | 238.37 | 1190100 
17:30 | 238.33 | 239.50 | 237.77 | 238.33 | 1320070 
17:45 | 238.37 | 239.13 | 237.67 | 238.78 | 857318 
18:00 | 238.75 | 238.75 | 236.50 | 236.70 | 802253 
18:15 | 236.70 | 236.84 | 235.96 | 236.10 | 810926 
18:30 | 236.12 | 236.33 | 235.35 | 235.53 | 674216 
18:45 | 235.54 | 235.54 | 234.61 | 235.04 | 814114 
19:00 | 235.02 | 235.70 | 234.86 | 235.29 | 501912 
19:15 | 235.23 | 235.29 | 233.49 | 233.59 | 581873 
19:30 | 233.55 | 233.71 | 232.15 | 232.17 | 709528 
19:45 | 232.16 | 232.34 | 231.31 | 231.95 | 805052 
20:00 | 231.91 | 232.41 | 231.18 | 231.57 | 550714 
20:15 | 231.57 | 231.64 | 231.11 | 231.59 | 551266 
20:30 | 231.61 | 231.82 | 230.80 | 231.08 | 604037 
20:45 | 231.03 | 232.09 | 230.86 | 231.65 | 530296 
21:00 | 231.66 | 232.17 | 231.13 | 231.17 | 483713 
21:15 | 231.20 | 231.88 | 231.02 | 231.42 | 685702 
21:30 | 231.47 | 232.08 | 231.41 | 231.88 | 596294 
21:45 | 231.93 | 232.70 | 231.21 | 231.94 | 1518075 
15:30 | 235.91 | 242.15 | 235.78 | 239.71 | 4825591 
15:45 | 239.70 | 245.54 | 239.43 | 245.52 | 3814408 
16:00 | 245.49 | 247.60 | 244.92 | 245.75 | 3733082 [ENTRADA]
16:15 | 245.70 | 247.96 | 245.68 | 246.75 | 2631103 
16:30 | 246.81 | 251.88 | 246.79 | 251.14 | 3547225 
16:45 | 251.13 | 252.90 | 250.24 | 250.53 | 2695611 
17:00 | 250.48 | 251.94 | 250.26 | 251.31 | 1436613 
17:15 | 251.27 | 252.63 | 251.26 | 252.35 | 1386995 
17:30 | 252.33 | 252.50 | 249.90 | 250.13 | 1501007 
17:45 | 250.07 | 250.93 | 248.20 | 248.42 | 1395000 
18:00 | 248.43 | 248.67 | 245.10 | 245.30 | 1998075 
18:15 | 245.33 | 246.27 | 244.78 | 245.61 | 1426086 
18:30 | 245.53 | 245.70 | 244.41 | 244.45 | 945721 
18:45 | 244.42 | 247.53 | 244.25 | 247.44 | 1179420 
19:00 | 247.42 | 247.72 | 244.59 | 246.18 | 1056783 
19:15 | 246.15 | 246.30 | 244.36 | 245.18 | 730701 
19:30 | 245.23 | 246.01 | 244.84 | 245.06 | 514614 
19:45 | 245.09 | 246.05 | 244.65 | 245.28 | 598260 
20:00 | 245.33 | 245.42 | 244.22 | 244.74 | 646887 
20:15 | 244.74 | 248.28 | 244.43 | 247.93 | 764411 
20:30 | 247.97 | 249.96 | 247.15 | 249.84 | 1608648 
20:45 | 249.84 | 251.45 | 249.84 | 251.29 | 1658951 
21:00 | 251.29 | 251.55 | 249.86 | 250.44 | 1099171 
21:15 | 250.44 | 250.77 | 249.18 | 249.20 | 1114545 
21:30 | 249.20 | 250.26 | 248.37 | 249.57 | 1043368 
21:45 | 249.55 | 250.29 | 249.10 | 249.67 | 1739188 
15:30 | 251.61 | 251.78 | 246.63 | 248.04 | 4176686 
15:45 | 248.08 | 251.38 | 247.35 | 250.84 | 2117268 
16:00 | 250.88 | 252.00 | 248.55 | 250.23 | 1518381 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C2_TREND_CALL | ENTRADA: 276.71 | TP: 278.21 | SL: 273.71
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 275.37 | 275.49 | 274.35 | 275.16 | 891452 
20:15 | 275.17 | 275.58 | 274.60 | 274.91 | 742408 
20:30 | 274.90 | 275.46 | 274.90 | 275.35 | 622128 
20:45 | 275.36 | 275.78 | 274.90 | 275.15 | 1402991 
21:00 | 275.14 | 275.69 | 274.83 | 275.69 | 1388704 
21:15 | 275.69 | 278.08 | 275.60 | 277.61 | 2515309 
21:30 | 277.61 | 277.79 | 276.85 | 276.93 | 1896799 
21:45 | 276.94 | 278.95 | 276.33 | 276.40 | 5744281 
15:30 | 278.13 | 279.50 | 273.54 | 273.63 | 3629320 
15:45 | 273.66 | 276.69 | 273.23 | 274.37 | 2074459 
16:00 | 274.41 | 275.65 | 273.61 | 274.53 | 1689941 
16:15 | 274.51 | 276.84 | 274.41 | 276.79 | 1898893 
16:30 | 276.79 | 277.40 | 275.23 | 275.98 | 1358428 
16:45 | 275.96 | 276.08 | 273.91 | 274.45 | 1235292 
17:00 | 274.45 | 274.94 | 273.28 | 273.34 | 1040551 
17:15 | 273.34 | 276.23 | 273.34 | 275.26 | 1144718 
17:30 | 275.29 | 275.35 | 274.61 | 274.67 | 741606 
17:45 | 274.70 | 275.50 | 274.46 | 275.24 | 658216 
18:00 | 275.19 | 275.23 | 274.01 | 274.07 | 552171 
18:15 | 274.09 | 274.96 | 273.52 | 274.74 | 594291 
18:30 | 274.75 | 274.98 | 274.15 | 274.44 | 418826 
18:45 | 274.44 | 274.95 | 274.07 | 274.60 | 412761 
19:00 | 274.59 | 274.94 | 273.91 | 274.06 | 405067 
19:15 | 274.06 | 274.56 | 273.98 | 274.31 | 368957 
19:30 | 274.26 | 274.88 | 274.11 | 274.58 | 557267 
19:45 | 274.56 | 275.00 | 274.19 | 274.99 | 567764 
20:00 | 274.99 | 276.69 | 274.92 | 276.68 | 831212 [ENTRADA]
20:15 | 276.67 | 277.57 | 276.64 | 277.06 | 977185 
20:30 | 277.06 | 277.46 | 276.08 | 276.42 | 690740 
20:45 | 276.41 | 276.78 | 276.28 | 276.71 | 576454 
21:00 | 276.72 | 277.72 | 276.51 | 276.58 | 820050 
21:15 | 276.61 | 276.67 | 276.10 | 276.63 | 734480 
21:30 | 276.60 | 276.91 | 275.35 | 275.43 | 1258382 
21:45 | 275.43 | 276.58 | 275.27 | 275.91 | 3087090 
15:30 | 277.18 | 279.93 | 277.00 | 279.17 | 4035200 
15:45 | 279.17 | 280.74 | 278.96 | 280.53 | 2369734 
16:00 | 280.54 | 280.91 | 279.04 | 279.14 | 1920984 
16:15 | 279.14 | 279.90 | 278.51 | 279.29 | 1566752 
16:30 | 279.30 | 279.95 | 279.16 | 279.51 | 1003314 
16:45 | 279.55 | 279.77 | 278.35 | 278.81 | 1103960 
17:00 | 278.83 | 279.44 | 278.49 | 279.00 | 875490 
17:15 | 278.98 | 279.66 | 278.81 | 279.12 | 1006173 
17:30 | 279.09 | 279.73 | 279.00 | 279.34 | 810224 
17:45 | 279.37 | 279.78 | 278.87 | 279.09 | 1148340 
18:00 | 279.05 | 279.47 | 278.94 | 279.09 | 557159 
18:15 | 279.09 | 279.24 | 278.24 | 278.68 | 641477 
18:30 | 278.71 | 278.81 | 277.90 | 278.33 | 690769 
18:45 | 278.33 | 278.50 | 278.10 | 278.30 | 577868 
19:00 | 278.30 | 278.69 | 278.24 | 278.31 | 653806 
19:15 | 278.33 | 278.53 | 277.49 | 277.78 | 688655 
19:30 | 277.80 | 277.82 | 277.04 | 277.62 | 800656 
19:45 | 277.62 | 277.76 | 276.92 | 277.48 | 709704 
20:00 | 277.49 | 277.96 | 277.34 | 277.44 | 610038 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 245.28 | TP: 246.78 | SL: 242.28
Hora  |  Open  |  High  |  Low   |  Close |  Vol
19:00 | 235.02 | 235.70 | 234.86 | 235.29 | 501912 
19:15 | 235.23 | 235.29 | 233.49 | 233.59 | 581873 
19:30 | 233.55 | 233.71 | 232.15 | 232.17 | 709528 
19:45 | 232.16 | 232.34 | 231.31 | 231.95 | 805052 
20:00 | 231.91 | 232.41 | 231.18 | 231.57 | 550714 
20:15 | 231.57 | 231.64 | 231.11 | 231.59 | 551266 
20:30 | 231.61 | 231.82 | 230.80 | 231.08 | 604037 
20:45 | 231.03 | 232.09 | 230.86 | 231.65 | 530296 
21:00 | 231.66 | 232.17 | 231.13 | 231.17 | 483713 
21:15 | 231.20 | 231.88 | 231.02 | 231.42 | 685702 
21:30 | 231.47 | 232.08 | 231.41 | 231.88 | 596294 
21:45 | 231.93 | 232.70 | 231.21 | 231.94 | 1518075 
15:30 | 235.91 | 242.15 | 235.78 | 239.71 | 4825591 
15:45 | 239.70 | 245.54 | 239.43 | 245.52 | 3814408 
16:00 | 245.49 | 247.60 | 244.92 | 245.75 | 3733082 
16:15 | 245.70 | 247.96 | 245.68 | 246.75 | 2631103 
16:30 | 246.81 | 251.88 | 246.79 | 251.14 | 3547225 
16:45 | 251.13 | 252.90 | 250.24 | 250.53 | 2695611 
17:00 | 250.48 | 251.94 | 250.26 | 251.31 | 1436613 
17:15 | 251.27 | 252.63 | 251.26 | 252.35 | 1386995 
17:30 | 252.33 | 252.50 | 249.90 | 250.13 | 1501007 
17:45 | 250.07 | 250.93 | 248.20 | 248.42 | 1395000 
18:00 | 248.43 | 248.67 | 245.10 | 245.30 | 1998075 
18:15 | 245.33 | 246.27 | 244.78 | 245.61 | 1426086 
18:30 | 245.53 | 245.70 | 244.41 | 244.45 | 945721 
18:45 | 244.42 | 247.53 | 244.25 | 247.44 | 1179420 
19:00 | 247.42 | 247.72 | 244.59 | 246.18 | 1056783 [ENTRADA]
19:15 | 246.15 | 246.30 | 244.36 | 245.18 | 730701 
19:30 | 245.23 | 246.01 | 244.84 | 245.06 | 514614 
19:45 | 245.09 | 246.05 | 244.65 | 245.28 | 598260 
20:00 | 245.33 | 245.42 | 244.22 | 244.74 | 646887 
20:15 | 244.74 | 248.28 | 244.43 | 247.93 | 764411 
20:30 | 247.97 | 249.96 | 247.15 | 249.84 | 1608648 
20:45 | 249.84 | 251.45 | 249.84 | 251.29 | 1658951 
21:00 | 251.29 | 251.55 | 249.86 | 250.44 | 1099171 
21:15 | 250.44 | 250.77 | 249.18 | 249.20 | 1114545 
21:30 | 249.20 | 250.26 | 248.37 | 249.57 | 1043368 
21:45 | 249.55 | 250.29 | 249.10 | 249.67 | 1739188 
15:30 | 251.61 | 251.78 | 246.63 | 248.04 | 4176686 
15:45 | 248.08 | 251.38 | 247.35 | 250.84 | 2117268 
16:00 | 250.88 | 252.00 | 248.55 | 250.23 | 1518381 
16:15 | 250.23 | 251.49 | 249.21 | 250.26 | 1110964 
16:30 | 250.30 | 252.95 | 249.86 | 252.08 | 1342142 
16:45 | 252.05 | 252.65 | 251.30 | 251.42 | 791523 
17:00 | 251.44 | 253.99 | 251.32 | 253.83 | 1084338 
17:15 | 253.80 | 253.98 | 253.15 | 253.41 | 758336 
17:30 | 253.47 | 254.44 | 253.20 | 254.09 | 756675 
17:45 | 254.12 | 256.08 | 253.97 | 254.51 | 1437585 
18:00 | 254.47 | 255.50 | 254.21 | 255.12 | 731227 
18:15 | 255.06 | 255.15 | 253.96 | 255.00 | 762084 
18:30 | 255.02 | 255.29 | 254.00 | 254.80 | 576473 
18:45 | 254.79 | 255.13 | 253.95 | 254.24 | 559772 
19:00 | 254.29 | 255.05 | 253.45 | 253.66 | 733615 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 251.29 | TP: 252.79 | SL: 248.29
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 231.91 | 232.41 | 231.18 | 231.57 | 550714 
20:15 | 231.57 | 231.64 | 231.11 | 231.59 | 551266 
20:30 | 231.61 | 231.82 | 230.80 | 231.08 | 604037 
20:45 | 231.03 | 232.09 | 230.86 | 231.65 | 530296 
21:00 | 231.66 | 232.17 | 231.13 | 231.17 | 483713 
21:15 | 231.20 | 231.88 | 231.02 | 231.42 | 685702 
21:30 | 231.47 | 232.08 | 231.41 | 231.88 | 596294 
21:45 | 231.93 | 232.70 | 231.21 | 231.94 | 1518075 
15:30 | 235.91 | 242.15 | 235.78 | 239.71 | 4825591 
15:45 | 239.70 | 245.54 | 239.43 | 245.52 | 3814408 
16:00 | 245.49 | 247.60 | 244.92 | 245.75 | 3733082 
16:15 | 245.70 | 247.96 | 245.68 | 246.75 | 2631103 
16:30 | 246.81 | 251.88 | 246.79 | 251.14 | 3547225 
16:45 | 251.13 | 252.90 | 250.24 | 250.53 | 2695611 
17:00 | 250.48 | 251.94 | 250.26 | 251.31 | 1436613 
17:15 | 251.27 | 252.63 | 251.26 | 252.35 | 1386995 
17:30 | 252.33 | 252.50 | 249.90 | 250.13 | 1501007 
17:45 | 250.07 | 250.93 | 248.20 | 248.42 | 1395000 
18:00 | 248.43 | 248.67 | 245.10 | 245.30 | 1998075 
18:15 | 245.33 | 246.27 | 244.78 | 245.61 | 1426086 
18:30 | 245.53 | 245.70 | 244.41 | 244.45 | 945721 
18:45 | 244.42 | 247.53 | 244.25 | 247.44 | 1179420 
19:00 | 247.42 | 247.72 | 244.59 | 246.18 | 1056783 
19:15 | 246.15 | 246.30 | 244.36 | 245.18 | 730701 
19:30 | 245.23 | 246.01 | 244.84 | 245.06 | 514614 
19:45 | 245.09 | 246.05 | 244.65 | 245.28 | 598260 
20:00 | 245.33 | 245.42 | 244.22 | 244.74 | 646887 [ENTRADA]
20:15 | 244.74 | 248.28 | 244.43 | 247.93 | 764411 
20:30 | 247.97 | 249.96 | 247.15 | 249.84 | 1608648 
20:45 | 249.84 | 251.45 | 249.84 | 251.29 | 1658951 
21:00 | 251.29 | 251.55 | 249.86 | 250.44 | 1099171 
21:15 | 250.44 | 250.77 | 249.18 | 249.20 | 1114545 
21:30 | 249.20 | 250.26 | 248.37 | 249.57 | 1043368 
21:45 | 249.55 | 250.29 | 249.10 | 249.67 | 1739188 
15:30 | 251.61 | 251.78 | 246.63 | 248.04 | 4176686 
15:45 | 248.08 | 251.38 | 247.35 | 250.84 | 2117268 
16:00 | 250.88 | 252.00 | 248.55 | 250.23 | 1518381 
16:15 | 250.23 | 251.49 | 249.21 | 250.26 | 1110964 
16:30 | 250.30 | 252.95 | 249.86 | 252.08 | 1342142 
16:45 | 252.05 | 252.65 | 251.30 | 251.42 | 791523 
17:00 | 251.44 | 253.99 | 251.32 | 253.83 | 1084338 
17:15 | 253.80 | 253.98 | 253.15 | 253.41 | 758336 
17:30 | 253.47 | 254.44 | 253.20 | 254.09 | 756675 
17:45 | 254.12 | 256.08 | 253.97 | 254.51 | 1437585 
18:00 | 254.47 | 255.50 | 254.21 | 255.12 | 731227 
18:15 | 255.06 | 255.15 | 253.96 | 255.00 | 762084 
18:30 | 255.02 | 255.29 | 254.00 | 254.80 | 576473 
18:45 | 254.79 | 255.13 | 253.95 | 254.24 | 559772 
19:00 | 254.29 | 255.05 | 253.45 | 253.66 | 733615 
19:15 | 253.58 | 254.17 | 253.51 | 253.96 | 373642 
19:30 | 253.94 | 254.45 | 253.20 | 253.71 | 441854 
19:45 | 253.69 | 253.97 | 252.41 | 252.76 | 428460 
20:00 | 252.76 | 253.49 | 252.71 | 253.27 | 349273 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C2_TREND_CALL | ENTRADA: 278.81 | TP: 280.31 | SL: 275.81
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 274.41 | 275.65 | 273.61 | 274.53 | 1689941 
16:15 | 274.51 | 276.84 | 274.41 | 276.79 | 1898893 
16:30 | 276.79 | 277.40 | 275.23 | 275.98 | 1358428 
16:45 | 275.96 | 276.08 | 273.91 | 274.45 | 1235292 
17:00 | 274.45 | 274.94 | 273.28 | 273.34 | 1040551 
17:15 | 273.34 | 276.23 | 273.34 | 275.26 | 1144718 
17:30 | 275.29 | 275.35 | 274.61 | 274.67 | 741606 
17:45 | 274.70 | 275.50 | 274.46 | 275.24 | 658216 
18:00 | 275.19 | 275.23 | 274.01 | 274.07 | 552171 
18:15 | 274.09 | 274.96 | 273.52 | 274.74 | 594291 
18:30 | 274.75 | 274.98 | 274.15 | 274.44 | 418826 
18:45 | 274.44 | 274.95 | 274.07 | 274.60 | 412761 
19:00 | 274.59 | 274.94 | 273.91 | 274.06 | 405067 
19:15 | 274.06 | 274.56 | 273.98 | 274.31 | 368957 
19:30 | 274.26 | 274.88 | 274.11 | 274.58 | 557267 
19:45 | 274.56 | 275.00 | 274.19 | 274.99 | 567764 
20:00 | 274.99 | 276.69 | 274.92 | 276.68 | 831212 
20:15 | 276.67 | 277.57 | 276.64 | 277.06 | 977185 
20:30 | 277.06 | 277.46 | 276.08 | 276.42 | 690740 
20:45 | 276.41 | 276.78 | 276.28 | 276.71 | 576454 
21:00 | 276.72 | 277.72 | 276.51 | 276.58 | 820050 
21:15 | 276.61 | 276.67 | 276.10 | 276.63 | 734480 
21:30 | 276.60 | 276.91 | 275.35 | 275.43 | 1258382 
21:45 | 275.43 | 276.58 | 275.27 | 275.91 | 3087090 
15:30 | 277.18 | 279.93 | 277.00 | 279.17 | 4035200 
15:45 | 279.17 | 280.74 | 278.96 | 280.53 | 2369734 
16:00 | 280.54 | 280.91 | 279.04 | 279.14 | 1920984 [ENTRADA]
16:15 | 279.14 | 279.90 | 278.51 | 279.29 | 1566752 
16:30 | 279.30 | 279.95 | 279.16 | 279.51 | 1003314 
16:45 | 279.55 | 279.77 | 278.35 | 278.81 | 1103960 
17:00 | 278.83 | 279.44 | 278.49 | 279.00 | 875490 
17:15 | 278.98 | 279.66 | 278.81 | 279.12 | 1006173 
17:30 | 279.09 | 279.73 | 279.00 | 279.34 | 810224 
17:45 | 279.37 | 279.78 | 278.87 | 279.09 | 1148340 
18:00 | 279.05 | 279.47 | 278.94 | 279.09 | 557159 
18:15 | 279.09 | 279.24 | 278.24 | 278.68 | 641477 
18:30 | 278.71 | 278.81 | 277.90 | 278.33 | 690769 
18:45 | 278.33 | 278.50 | 278.10 | 278.30 | 577868 
19:00 | 278.30 | 278.69 | 278.24 | 278.31 | 653806 
19:15 | 278.33 | 278.53 | 277.49 | 277.78 | 688655 
19:30 | 277.80 | 277.82 | 277.04 | 277.62 | 800656 
19:45 | 277.62 | 277.76 | 276.92 | 277.48 | 709704 
20:00 | 277.49 | 277.96 | 277.34 | 277.44 | 610038 
20:15 | 277.44 | 277.94 | 277.12 | 277.13 | 534008 
20:30 | 277.13 | 277.42 | 276.99 | 277.23 | 457437 
20:45 | 277.24 | 278.65 | 277.22 | 278.58 | 1006266 
21:00 | 278.56 | 278.75 | 277.84 | 277.85 | 776911 
21:15 | 277.85 | 278.33 | 277.56 | 277.65 | 1062144 
21:30 | 277.66 | 278.32 | 277.57 | 278.11 | 723848 
21:45 | 278.10 | 279.01 | 278.01 | 278.03 | 2455773 
15:30 | 277.87 | 278.20 | 273.48 | 274.31 | 2585404 
15:45 | 274.35 | 274.94 | 273.16 | 273.96 | 1640513 
16:00 | 273.95 | 274.08 | 273.05 | 273.51 | 1164906 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 254.51 | TP: 256.01 | SL: 251.51
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 250.48 | 251.94 | 250.26 | 251.31 | 1436613 
17:15 | 251.27 | 252.63 | 251.26 | 252.35 | 1386995 
17:30 | 252.33 | 252.50 | 249.90 | 250.13 | 1501007 
17:45 | 250.07 | 250.93 | 248.20 | 248.42 | 1395000 
18:00 | 248.43 | 248.67 | 245.10 | 245.30 | 1998075 
18:15 | 245.33 | 246.27 | 244.78 | 245.61 | 1426086 
18:30 | 245.53 | 245.70 | 244.41 | 244.45 | 945721 
18:45 | 244.42 | 247.53 | 244.25 | 247.44 | 1179420 
19:00 | 247.42 | 247.72 | 244.59 | 246.18 | 1056783 
19:15 | 246.15 | 246.30 | 244.36 | 245.18 | 730701 
19:30 | 245.23 | 246.01 | 244.84 | 245.06 | 514614 
19:45 | 245.09 | 246.05 | 244.65 | 245.28 | 598260 
20:00 | 245.33 | 245.42 | 244.22 | 244.74 | 646887 
20:15 | 244.74 | 248.28 | 244.43 | 247.93 | 764411 
20:30 | 247.97 | 249.96 | 247.15 | 249.84 | 1608648 
20:45 | 249.84 | 251.45 | 249.84 | 251.29 | 1658951 
21:00 | 251.29 | 251.55 | 249.86 | 250.44 | 1099171 
21:15 | 250.44 | 250.77 | 249.18 | 249.20 | 1114545 
21:30 | 249.20 | 250.26 | 248.37 | 249.57 | 1043368 
21:45 | 249.55 | 250.29 | 249.10 | 249.67 | 1739188 
15:30 | 251.61 | 251.78 | 246.63 | 248.04 | 4176686 
15:45 | 248.08 | 251.38 | 247.35 | 250.84 | 2117268 
16:00 | 250.88 | 252.00 | 248.55 | 250.23 | 1518381 
16:15 | 250.23 | 251.49 | 249.21 | 250.26 | 1110964 
16:30 | 250.30 | 252.95 | 249.86 | 252.08 | 1342142 
16:45 | 252.05 | 252.65 | 251.30 | 251.42 | 791523 
17:00 | 251.44 | 253.99 | 251.32 | 253.83 | 1084338 [ENTRADA]
17:15 | 253.80 | 253.98 | 253.15 | 253.41 | 758336 
17:30 | 253.47 | 254.44 | 253.20 | 254.09 | 756675 
17:45 | 254.12 | 256.08 | 253.97 | 254.51 | 1437585 
18:00 | 254.47 | 255.50 | 254.21 | 255.12 | 731227 
18:15 | 255.06 | 255.15 | 253.96 | 255.00 | 762084 
18:30 | 255.02 | 255.29 | 254.00 | 254.80 | 576473 
18:45 | 254.79 | 255.13 | 253.95 | 254.24 | 559772 
19:00 | 254.29 | 255.05 | 253.45 | 253.66 | 733615 
19:15 | 253.58 | 254.17 | 253.51 | 253.96 | 373642 
19:30 | 253.94 | 254.45 | 253.20 | 253.71 | 441854 
19:45 | 253.69 | 253.97 | 252.41 | 252.76 | 428460 
20:00 | 252.76 | 253.49 | 252.71 | 253.27 | 349273 
20:15 | 253.25 | 254.78 | 253.03 | 254.48 | 507002 
20:30 | 254.50 | 254.64 | 253.66 | 253.81 | 427746 
20:45 | 253.84 | 254.49 | 253.40 | 254.16 | 421677 
21:00 | 254.08 | 254.47 | 253.60 | 253.97 | 444891 
21:15 | 254.00 | 254.38 | 252.93 | 253.02 | 538113 
21:30 | 253.00 | 253.29 | 252.69 | 253.00 | 534824 
21:45 | 253.01 | 253.85 | 252.86 | 253.73 | 1158526 
15:30 | 261.11 | 266.96 | 258.06 | 262.84 | 7017949 
15:45 | 262.84 | 264.79 | 260.39 | 263.79 | 3916169 
16:00 | 263.66 | 265.89 | 262.07 | 263.57 | 2614373 
16:15 | 263.57 | 264.30 | 262.56 | 264.00 | 1594418 
16:30 | 264.04 | 264.04 | 261.52 | 262.11 | 1220250 
16:45 | 262.15 | 262.84 | 261.02 | 261.42 | 1007869 
17:00 | 261.43 | 262.25 | 260.56 | 261.25 | 951669 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 254.16 | TP: 255.66 | SL: 251.16
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 245.33 | 245.42 | 244.22 | 244.74 | 646887 
20:15 | 244.74 | 248.28 | 244.43 | 247.93 | 764411 
20:30 | 247.97 | 249.96 | 247.15 | 249.84 | 1608648 
20:45 | 249.84 | 251.45 | 249.84 | 251.29 | 1658951 
21:00 | 251.29 | 251.55 | 249.86 | 250.44 | 1099171 
21:15 | 250.44 | 250.77 | 249.18 | 249.20 | 1114545 
21:30 | 249.20 | 250.26 | 248.37 | 249.57 | 1043368 
21:45 | 249.55 | 250.29 | 249.10 | 249.67 | 1739188 
15:30 | 251.61 | 251.78 | 246.63 | 248.04 | 4176686 
15:45 | 248.08 | 251.38 | 247.35 | 250.84 | 2117268 
16:00 | 250.88 | 252.00 | 248.55 | 250.23 | 1518381 
16:15 | 250.23 | 251.49 | 249.21 | 250.26 | 1110964 
16:30 | 250.30 | 252.95 | 249.86 | 252.08 | 1342142 
16:45 | 252.05 | 252.65 | 251.30 | 251.42 | 791523 
17:00 | 251.44 | 253.99 | 251.32 | 253.83 | 1084338 
17:15 | 253.80 | 253.98 | 253.15 | 253.41 | 758336 
17:30 | 253.47 | 254.44 | 253.20 | 254.09 | 756675 
17:45 | 254.12 | 256.08 | 253.97 | 254.51 | 1437585 
18:00 | 254.47 | 255.50 | 254.21 | 255.12 | 731227 
18:15 | 255.06 | 255.15 | 253.96 | 255.00 | 762084 
18:30 | 255.02 | 255.29 | 254.00 | 254.80 | 576473 
18:45 | 254.79 | 255.13 | 253.95 | 254.24 | 559772 
19:00 | 254.29 | 255.05 | 253.45 | 253.66 | 733615 
19:15 | 253.58 | 254.17 | 253.51 | 253.96 | 373642 
19:30 | 253.94 | 254.45 | 253.20 | 253.71 | 441854 
19:45 | 253.69 | 253.97 | 252.41 | 252.76 | 428460 
20:00 | 252.76 | 253.49 | 252.71 | 253.27 | 349273 [ENTRADA]
20:15 | 253.25 | 254.78 | 253.03 | 254.48 | 507002 
20:30 | 254.50 | 254.64 | 253.66 | 253.81 | 427746 
20:45 | 253.84 | 254.49 | 253.40 | 254.16 | 421677 
21:00 | 254.08 | 254.47 | 253.60 | 253.97 | 444891 
21:15 | 254.00 | 254.38 | 252.93 | 253.02 | 538113 
21:30 | 253.00 | 253.29 | 252.69 | 253.00 | 534824 
21:45 | 253.01 | 253.85 | 252.86 | 253.73 | 1158526 
15:30 | 261.11 | 266.96 | 258.06 | 262.84 | 7017949 
15:45 | 262.84 | 264.79 | 260.39 | 263.79 | 3916169 
16:00 | 263.66 | 265.89 | 262.07 | 263.57 | 2614373 
16:15 | 263.57 | 264.30 | 262.56 | 264.00 | 1594418 
16:30 | 264.04 | 264.04 | 261.52 | 262.11 | 1220250 
16:45 | 262.15 | 262.84 | 261.02 | 261.42 | 1007869 
17:00 | 261.43 | 262.25 | 260.56 | 261.25 | 951669 
17:15 | 261.25 | 262.15 | 260.74 | 261.12 | 697882 
17:30 | 261.07 | 262.08 | 260.15 | 261.41 | 784084 
17:45 | 261.34 | 261.95 | 259.61 | 259.69 | 918226 
18:00 | 259.74 | 260.08 | 258.55 | 259.20 | 941233 
18:15 | 259.25 | 259.47 | 258.45 | 259.26 | 620929 
18:30 | 259.21 | 259.30 | 257.53 | 257.71 | 712847 
18:45 | 257.73 | 257.89 | 256.65 | 256.80 | 777933 
19:00 | 256.82 | 258.01 | 256.25 | 257.66 | 958390 
19:15 | 257.68 | 259.20 | 257.56 | 258.31 | 1056633 
19:30 | 258.31 | 258.33 | 256.96 | 256.98 | 601639 
19:45 | 256.95 | 257.20 | 256.40 | 256.49 | 611765 
20:00 | 256.49 | 257.28 | 256.43 | 256.61 | 603374 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C2_TREND_CALL | ENTRADA: 259.69 | TP: 261.19 | SL: 256.69
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 251.44 | 253.99 | 251.32 | 253.83 | 1084338 
17:15 | 253.80 | 253.98 | 253.15 | 253.41 | 758336 
17:30 | 253.47 | 254.44 | 253.20 | 254.09 | 756675 
17:45 | 254.12 | 256.08 | 253.97 | 254.51 | 1437585 
18:00 | 254.47 | 255.50 | 254.21 | 255.12 | 731227 
18:15 | 255.06 | 255.15 | 253.96 | 255.00 | 762084 
18:30 | 255.02 | 255.29 | 254.00 | 254.80 | 576473 
18:45 | 254.79 | 255.13 | 253.95 | 254.24 | 559772 
19:00 | 254.29 | 255.05 | 253.45 | 253.66 | 733615 
19:15 | 253.58 | 254.17 | 253.51 | 253.96 | 373642 
19:30 | 253.94 | 254.45 | 253.20 | 253.71 | 441854 
